video_id,comments
iw425d9irZ4,"['I’m surprised you wouldn’t pay a small fee to save 0.5 seconds every time you accelerate. Imagine all the productive stuff you could be doing instead of accelerating during that half second.', 'I thought the same!', 'Saving that time - can do more productive things In a day.', 'it has nothing to do with ""saving time""', 'kharma medic wants to collab with you xDDDDD', 'sounds like trump lmao, a small fee of a thousand five hundred dollars', '0-60 for the long range model is 4.2 secs, 3.1 secs is the performance model', '6:35 I believe you can manually lower the speed for autopilot so you don’t _have_ to go 60', 'The beard and Tesla, marriage proposals coming in soon Ali', '😂😂😂', 'that would be great. then a mini ali running around the apartment eventually', 'Marriage proposals, now thats a productive way to marry lol', '@@stephenvandenbos4112 yep exactly 😩', '@@stephenvandenbos4112 little ali running around the house productively*', 'I have never seen Ali talk about ""anxiety"" until this road trip. Great, enjoyable and insightful video Ali!', 'Just to say Ali when it starts flashing to move the steering wheel just school down on the knob and it does the trick', 'Alternative title: “How Miserable Is a _Productive_ 1400 Mile Tesla Road Trip?”', '😂', 'LOL thanks!', 'Lmaooo', '*During a Global Pandemic for which Medical Professionals are Constantly Moaning at the General Public for Disregarding...', 'I got the 2020 M3P with 7500 miles. Full self driving as well. I really can’t explain to people how much I enjoy the car as well as the updates. Charging never bothers me. I actually look forward to it which is weird. Hope your enjoying it as much as I do.', 'My brother and I took basically the same trip that you just did. We went last summer. We had an amazing time there, Scotland and England are beautifully countries to explore.', 'I don’t understand why car companies don’t put lumber support on their seats standard for all models. That would definitely help everyone back for a long drive!', 'Because why would they give for free something they can sell', 'lumbar?', 'a lot of the us cars do.', 'It’s 4.2 seconds. Paying for the acceleration upgrade makes it 3.7 seconds. Performance model is at 3.1 seconds.\n\nedit: updated times as of 2/16/2021', 'Thank god. Thought my long range AWD was under powered', '@@spencerr8173 Ali got the long range, not standard range. standard range is 5 seconds though, you’re right']"
j1FSDHfQaq8,"['Step 4 is have confidence', 'I love that these tips are given over the ping-pong table 🏓', 'Me too actually.', ""If you haven't, can you make alonger video on this? Or even someone on the deep dive on public speaking?"", 'Any examples on how to finish strong?', ""1. Speak louder\n\n2. Don't take yourself so seriously. Be human. \n\n3. Finish strong. ❤"", 'Great video🎉🎉', 'i love this', '+ ""make your 2nd language, the first""', 'And play ping pong', 'How many have already seen it in vinh gang like here 👍', 'Peter out?', 'trailing off (british dialect)', 'Multitasking is bad for brain', 'Join Toastmaster', 'What', ""Or just don't - such a waste of time"", '?? Why playing ping pong ? 👎👎👎']"
j2nlqXd4duY,"['If you liked this, you might like my podcast Deep Dive: https://www.youtube.com/c/DeepDivewithAliAbdaal', 'ok', 'You uploaded 12 days ago and scheduled for today', 'I recommend clean desk . Actually helps me to only work on my goals', 'Yeah, too much stimulation around for the brain is not good for focus. But sometimes you may need some of these items', 'My fav product was the 20$', 'Real plants 🪴🌿', 'So much better than any fake plastic dust catching non composting landfill trap!', 'I love plants', 'Water bottle/jug at your desk is really underrated', 'Real plants as it gives you something back. Fake plants just give you dust.', 'Some Real plants can suck in that plastic dust', 'Paper boosts my productivity. Anything digital distracts me.', 'earphones to prevent distractive people', ""My priceless product.. it's my own mindset to boost my productivity.."", 'Sticky notes are great', 'Pressure. Costs 0$', 'Willpower', 'Real plants r better than anything ❤', 'Really we need this serie!', 'Funnfact- 20 dollars is one thousand six hundred rupees.', 'Fun fact 20 dollars is 170000 Somaliland shillings', '@@libanali626😂😂😂 Never knew Somaliland had huge dolar gap', 'And more that 2000 taka (BD)', 'My wonderful bookstand!!  Book easel !!', 'My favourite accessory would be any greenery as well.', 'I have 2/3 of these... just not the A3 pad', 'Alram clock and your goal written on post it to stick in front of wall', 'Mine I love my Rocketbook notebook and my Pilot erasble pens and markers.', ""I have all of these and I can confirm it's magical lmao""]"
jAPPP7SE824,"['I enjoy that he used video games as a positive example', 'Falling in love with the journey 👌', 'Beautiful background music. And great observations, thanks as always.', ""Wow it's so fantastic. By the way, we can see game developers are  genius cuz they know exactly the  psychology of us that can help them to create more additive video game. I use to be addict an online game one year ago. At the begining I just play it for fun, then I turn into getting the high position in rank table. I play it in all off my free time. I don't know where my energy come from that I can so focus and don't feel any tired even I sleep less. And as soon as I see this thing make no sense for me and I have to get out. But you know, it's very difficult, especialy at the begining, like giving up drug. And finally after trying a lot of things, I done. I feel like the life begin again with me. And like Ali, I start applying something fun in the game to make my like better. Now I choose staying away online games, I don't want to be stuck with it again😅"", 'Great ideas ofc (finding how to enjoy the journey is way more important than just reaching the destination), tho I also really loved the Spirited Away ost :)', 'Sooo true! ❤', 'great motivational example ;)', 'I’m more of an “iPad baby”. Meaning I’m more addicted to consuming content rather than gaming. This gamification is great for pulling people back into the real world. What would be an good equivalent for “iPad kids”?', 'So true', 'Yess just apply to irl', ""Damn i do need discipline to play games. Sometimes i don't and that's when i let go, allow myself to just play and be curious."", 'Ganshin is good example', '💯', 'What is the background music', 'You play Elden Ring?', 'what song is this?', 'this is anime lofi.', 'Always with me- from anime spirited away', ""Amazing can you please remove the music because it's so annoying ?❤❤❤❤❤"", 'Bought XAI94X after watching your video, super excited! 💰', 'This is good project from Elon Musk', 'XAI is still extremely undervalued', 'It is funny that not everyone knows about XAI', 'I am also XAI Holders 🚀', 'my portfolio: BTC, ETH and XAI', 'Just watched your video discussing XAI94X and I am very excited about this', 'THis will change the world of cryptocurrency', ""Totally agree! Let's go XAI! 🌟"", 'my friends told me to buy this', 'Same here! Exciting times ahead! 🚀']"
jAV21UB_AqQ,"['📚 This is an extract from my new book Feel-Good Productivity, check it out at www.feelgoodproductivity.com !', '❤❤❤', ""Facing one's fear😮 and overcoming it ...are so very important. \nWe are all very grateful that you did.... because it gave us all of this wisdom that you now share with us. 🌻More power to you!"", 'Fear could hold anyone back from reaching their potential. Glad we overcame and still keep overcoming those fears!! 💪🏽', 'Can totally relate. Stephen Pressfields the War of Art helped me tremendously with this. Can’t wait to read your book, Ali!', ""i've been meaning to read the war of art for awhile now, you just reminded me of it, so thanks!"", ""Thank you for saying this. It's true for me as well. I can be afraid of almost everything and anyone so long as it's something ir someone I'm not familiar with or have a bad memory of. What I'm looking forward to this year is to face those fears whenever they start to show up."", 'I can totally relate to this, I have been planning on starting my YouTube channel for months now and mainly fear was holding me back from shooting that first video but now I have overcome this fear and uploaded my first video just yesterday on first day of 2024, hoping for a great year for my career!', ""Just got your book and I don't regret it one bit!"", ""I absolutely love the editing style in Ali's short videos."", 'Fear has made me suffer , never will I bow to fear again', 'Happy New year everyone ✨ 💛 💖 🤗 💓 💗', 'Such a cute space animation there! 💫', 'I feel that’s same way 😢', '""Fear as the primary obstacle standing between me and my ambition"" so true fear paralysis. John 5:5-9 helped me to finally realise it, it\'s not about my condition but about doing what I want despite my fear and just accept my limitations when they arise.', 'This is me at the moment accepting that its not perfectionism that is hindering me but fear towards starting a business. \n\nThank you Sir ❤\n\nThis is at the right moment in my life...at the beginning of the year.', 'Congratulations on your book launch sir 🎉🎊 Happy new year 🎉🎊', 'So true the same thing is happening with me 😢', ""Nice to see you again. I'm happy that you have a relationship."", 'Thanks ❤', '02.01.2024(1st) \n1. Some force putting me back \nNot because of my habit of perfectionism. \n2. Real resistance is fear.\nThe voice of fear kept my head......, ""No way it will work ""\nThis is primary obstacle standing me and my ambitions. \nFear takes a big parts in my Planning of everything.somehow I identify fear plays a big role in my life.\n\n04..01.2024\n\n1. I am still experiencing some forces preventing me to do the things I have to do. \nPrimary obstacle standing\nExperiencing some force\nFear has been playing in the commencment of any work. \nThe voice of fear kept around my head.\nPut back =step aside.', 'That means I am as old as your YouTube dream, both born in 2010\nLove from India 🇮🇳', 'Already read it in his book.', 'Good luck!', '🎉❤', '👍', 'I waited till the end to find the answer as “mentioned” in the title of this video but  like the rest of them, it was a clickbait promoting its own product.', ""Finally got over my fear, aiming for 1000 subscribers . Let's gooooo"", '🎉', 'Ali Abdaal\n👇']"
jFACcujmdE4,"['Hi Ali,I’m a first year medical student and I just wanted to thank you for the advices and strategies on studying for exams and also going paperless!', 'I use my ipad pro as a medium for procrastination', 'Are you cheating on notability with goodnotes! 😂', '@@aliabdaal Best note - taking app coming soon?', ""@@aliabdaal You gotta review marginnote, man. I use marginnote 3 and I'm surprised I haven't heard it mentioned yet :O"", ""Probably sponsored him. He's always used notability."", 'Mate, you are absolutely cheating on Notability. RIP, Notability, you shall be avenged', 'lady bird MarginNote3 is more like an analytical and syntopical reading tool. I wonder if there are any tag-support note taking apps besides Evernote and Bear', 'The most productive man on YouTube ALI. ABDAAL✌️✌️✌️😍😍', '*who else is INSPIRED by ali?* !!!', 'SmileyEssie inspired to get an i pad', 'I’m INSPIRED by his tech ;)', 'Damn me tooo.... he made me spend $1400 or something on an iPad Pro 12,9 2020 LMFAOO', 'Me', 'I never thought your video quality would change when you moved from A6500 to A7iii but DAMNN this is crispp!! 🔥', 'I love the way you have integrated tech into our profession. It’s good for us and it’s good for the patients. I really like how you keep things straight and debunked what our lives are like with forgetting stuff and having to look it up. An iPad for sure makes that process much more professional. Thank you for your insight, ideas and videos. think I can speak for the medical community when I say that it is professionals like you that help our line of work evolve.', 'I am a new med student and found you recently. I really enjoy your videos and the ideas are REALLY helpful, thank you! I am a long-time follower of Thomas Frank & College Info Geek and wanted to give you props for the reference. \nThanks for all you do!', 'Probably the sweetest YouTuber out there.', 'Oh MAN this couldn’t be better timing. Got my iPad Pro 11” a few days ago and I’m LOVIN IT!', 'Ali that’s a brilliant way of ensuring you get things done which at the end of the day is exactly what a good GTD system should look like. Thanks for explaining the security and privacy around what you do and the fact your management team are behind it is brilliant.', ""Goodnotes 5 is the best notetaking app period.\n\nAnd thanks to ali abdaal for inspiring to buy an ipad. Its the most productive investment I've ever done."", 'You have a very charismatic personality/way of presenting yourself, kept me engaged to the end. Must be your british accent', 'The only useful channel where I don’t need to 2x the speed of. Thanks for valuing our time by packing the video with information and dispensing with fillers .', 'It helps that you can watch someone reviewing and talking about a tech/software from other POV than all these ""content creators"" and ""creative people"". You get a real life usage and tips not ""Oh you have 7,5sec improvement in the render time - you have to buy this stuff You will get ton more stuff done with it!"" or ""This is garbage because in geekbench it scored Y less than Z product"".', 'Ali. You are brilliant. I love your channel and the insights you so willingly share with us. Best of luck.', ""As a new practitioner myself, I'm in awe of this vid---so many great tips! thank you!"", 'i am deadass in an binge of his videos like smart and a soothing voice with good tops like wowie', 'I always get inspired by your workflows! Your recommendations such as Notion are really helping me organize/prepare for my postgraduate studies in Industrial Medical Design later this year. Thank you, Ali!', ""You're one of my inspirations. Thanks for all of your videos. They made me rethink some choices I've made and how I want to proceed with my life in the future. Conclusion: You're cool. Keep on creating"", ""How do u carry around the ipad in the hospital.. Isn't it difficult to keep it with you when you have to attend different patients... I mean when I go to icu,  i find it very difficult to carry around even my phone..""]"
jFlYIwM_Rco,"[""Is it even an Ali Abdaal video if there are no mentions of 'Active recall' and 'Spaced repetition' ?"", 'hahahahahaahahah', ""Been following you for almost a year now, absolutely love your work, especially the podcasts. You and your brother Taimur have a way of speaking that's incredibly to the point and efficient, and I'm completely hooked! Sending my best from Hong Kong!"", 'I have been watching your videos for many months now. One of the reasons why I keep up with productivity is due to your videos! I found your channel with the iPad 2018 review and you convinced me to buy myself one with my hard earned tutoring money! Thank you for making great content, I am obsessed with your studying videos. They also helped me improve the way I look towards studying. I am more than excited to continue to see what greater things you are up to in the future. Wishing you all the best and really want to start on readings that you recommend!', 'I truly love your channel specially the way every video is organized (you exactly know what you’re doing) and have timestamps. I don’t feel guilty spending time watching your videos at all.', 'Thanks you for such wonderful videos! I have been actively watching your videos since a month and the time stamps really are an amazing idea! Love the monthly favourites series!!', 'I just wanna say that you’re a great role model for the younger generation aspiring for success. So much value in this channel; keep it up!', 'Rlly enjoying your monthly favourites... something in you really resonates with me :)', 'is Ali a legend? Yes. \ndo we watch every single second of content he makes? Absolutely. \nDo we love him 3000? Duh.', 'I absolutely love the fact that you share your monthly favorites each month without fail ! And which such passion . I am a first year medical student from India and I definitely look up to you. Your content provides me enormous value and I love you for that! \n🙏', ""Great video Ali! I always look forward to your videos but also your weekly emails. I literally drop everything to take in whatever topic you've so eloquently discussed in a short email. Thanks!!"", 'just wanted to thank you i am a german stuedent and i am now in my first out of three years to get my „abi“ and your learning videos really help my and cause of you i finally made the leap into learning with an ipad...', 'Every. single. one. of Ali’s videos, I’ve NEVER had the need to skip around his video 💜💜 you are doing such an amazing job and we appreciate you so much Ali!!! 🙂🙂', 'Hi, Ali.  \n\nNow, I’m learning about books and games.  Can’t believe it...  \n\nIt started, finding you teaching on handwritten notes.  How fantastic.  I had to subscribe.  \n\nThen, something about a class where you teach, mentioned in your “My Elderly Medicine Placement” had me finding out you had both a blog and a podcast, too.  \n\nWas captured by your two minute blog posts, and enamored about Podcasts.  Now, I subscribe to three.  (And I’ll be looking into the classes taught, too!)   \n\nNow, I find there’re Monthly Favourites”, too, where I’ll have to go back to the beginning to see them all.\n\nHow terrific are you!  You’ve enriched my life in a way that’s hard to describe.  How wonderful and caring you are to make the time to spend, helping to educate others.  \n\nHad to say Thank you!  \nLinda', ""It's such a joy hearing you enthusiasticlly summerising your month."", 'Ali, your videos inspire me to be a  better person. Keep up the good work :)\n-Love, from India', 'Love these videos, your podcasts, and just recently subscribed to your email newsletter and can’t wait for those.', 'Ironically I discovered your studying videos while procrastinating during revision for my exams! Love how you explain things and how clear your videos are!', 'Another great monthly favourites, definitely going to dive right into it once finals are over!!', 'Another extremely interesting video Ali! Keep up the grind!', 'I very much enjoy this monthly favorites series of yours!', 'Absolutely love your channel! I get so happy when I see you post a new video 🤗 you’ve definitely made such a positive impact in my life with school and in my career pathway. Keep up the amazing work! 🧡 Ash', 'Your monthly favorites are great 👍', 'The best week so far... 3 videos of Ali in a week😱\n\nKeep going dude. Love the videos.', 'was binge listening to your podcasts when the notification came, had to watch right away', 'This videos are a wonderful series. I learn a lot. Thank you', 'One of my favorite YouTube channels! Absolutely love your content! Keep up the great work', 'Love your monthly favourite videos! Thanks!', ""literally just got this notification and I genuinely can't wait to watch this!"", 'Great work. I have to says these are my favourite videos of yours, next to the study tips series. As a Financial Adviser, and some what of a Professional Student, I take great inspiration from the study tips and productivity advice you give. So happy I stumbled on you by chance when looking at desk top set ups. Keep up the great work. Cheers 👍']"
jP1uwBcpUeE,"['Get a list of journalling prompts that I use almost every day here -  https://go.aliabdaal.com/yt/behind_april25', 'thnks man', 'As I followed your journey, I wasn’t always sure how much you really cared about watches – and I’m really glad to see that you don’t 🙂', '@@maxlightpower what did you mean by that?', 'Do you have advice for when you often start the day with a set goal but end up getting distracted / self- sabotaging subconsciously? How can we stay focused particularly when it’s so easy to get lost in the moment / follow ‘monkey mind’ thinking?', ""Thanks for the video don't stop making videos, you are the best❤"", 'I find it helpful to remind myself:  I may not be where I want to be, but I am glad I’m not where I used to be!', ""Feeling behind? You're not alone. Everyone's path is different. Keep going, and great things will come in time. 🔥"", ""Most people try to fulfill expectations of others, instead of their owns. That's why most people feel behind."", 'This is it! And i made a video about exactly this on my channel.', 'That feeling of being “behind” hits hard—especially when you’re building something from scratch. But content like this reminds me: it’s not about timelines, it’s about staying in the game. Anyone else out here starting late but still moving forward?', ""you mentioned Kazakhstan! I am very very happy for hearing my country's name from someone like you!)"", 'I love the humbleness you displayed when you read the part that is the reason your considered a productivity expert. Bravo lol', 'This was something i used to struggle with few years back… and what changed in that time - My Mindset, mindset shift helped me ton in not feeling this.. It was so hard to get rid of that feeling, because we feel it without even realising it right? I’m proud to say that now I’m in a very good mental state, started my own yt channel, and since yesterday started posting short form content. And I love where I am right now. And Ali you’ve been a big part of it thank you ❤ Hopefully I will\nBe able to meet you soon.', ""I've watched your videos for years but this book club is probably my favorite so far"", 'Ali’s way of blending logic with lifestyle is gold. I just dropped a video on how I used mental discipline to shift my routine — might resonate with folks here.', ""honestly journaling every day kinda saved me. i was stuck in this loop of feeling like i wasn’t getting anywhere, but when i started writing down just one thing that was important a day it gave me this weird sense of progress. i found this 10 year hardcover journal on amzon from natalia brooks that gives you just enough room to write one thing that mattered each day. the small space helps more than you'd think. it’s wild looking back even just 2 weeks later and seeing my own thoughts shift."", 'Sounds really good :)', 'Been watching some of these book reviews, just now realized it’s a series and I couldn’t be more excited to find out the other books you’ve read when I start my day tomorrow!', 'I like to focus on the future and not the past and it’s a good idea to write down all your achievements it will make you feel happier', 'Hey Ali, if you see this comment, I just wanted to say thank you for making videos all throughout these years! You have had such a profound impact on my life and you inspired me to finally muster up the courage to put myself out there. I just posted my first two YT videos. Thank you so much! There has been so many gems and wisdom in these videos, they have truly changed my life.', 'The audio and editing gives a sense of relaxation and clamness, which really inspires a lot.', 'Thanks. This video came just in time when I need such type of answer or advice.', ""Hey Everyone 🤠\nFind the parts that interest you:\n\n0:00 - Feeling behind in life\n1:02 - Understanding mimetic desire\n2:04 - The impact of social comparisons\n3:11 - Two worlds of desire explained\n4:58 - Introduction to Brilliant's interactive lessons\n5:54 - Questions for personal reflection\n7:44 - Mimetic desire and its impact\n9:01 - Importance of goal selection over achievement\n9:38 - Understanding thick versus thin desires\n10:39 - Journaling prompts for desire clarity\n12:01 - Identifying stories of fulfillment\n13:01 - Learning from Michelin star chefs\n14:20 - Understanding personal Michelin stars\n15:21 - Setting boundaries with unhealthy models\n17:30 - Creating positive flywheels of desire\n18:20 - Running your own race in life\n\nChat with videos via Bumpups 🌲"", ""Most of your videos are actually coming at the right time, kinda like you know what I'm pacing through at the moment. Thanks a lot ali"", 'This is great, thank you! I feel behind in life all the time. 🙈', 'Hey Ali.. I just would like to thank you for releasing this video. Full of facts and hard-knocking truths as well. Love it and it shifted my mindset. Love you man. Keep inspiring all of us❤', 'I really needed this video! Thanks Ali and the YouTube algorithm for the timely content!', 'Super helpful reflection for anyone feeling stuck or constantly comparing. Thanks for making this so accessible!', 'You made me want to read that book ! ❤']"
jPlRjI63qKA,"[""Inspiration for this short was taken from Andrew Huberman's amazing podcast, specifically this episode here: https://www.youtube.com/watch?v=vA50EK70whE"", ""Truly I don't understand.😮"", '\u200b@@protickkhandkarokay', 'Link doesn’t work :(', ""There's no way to click the link or copy the link on the YouTube app. If you're not on a web browser, and even sometimes then, you can't make use of the link unless you write it down by hand. I don't think anybody is going to want to do that."", 'Where are the dopamine-boosting links?? 😅🙏', ""I don't have enough motivation to try to fix my motivation"", 'same 😂', 'Ahhaha wtf 😂', '😂😂😂 I feel ya❤', 'lol dude 🫣', 'Start small 😊', 'So as they say, motivation comes after you do the action and not before.', 'This quote from the book The Molecule of More. ""dopamine is not interested in having things, it is interested in getting things"",  seems relevant here!', 'You could interchange the word “motivation” for “dopamine” and the quote would maintain its meaning and significance.', 'People with ADHD have lower amounts of dopamine receptors. if you have ADHD, this is very relevant!', 'L', 'True that , I need to plan meticulously to brush my teeth some days', '\u200b@@sincere1277I totally understand your pain. Every time I know whats good for me and what I really want to do. But just cant do it. Ultimately redicing my self esteem and self confidence making the problem even worse.', 'How do you test for this? Because people are being diagnosed with supposed adhd willy nilly? And how much of this is just being addicted to dopamine via scientifically backed apps with are dopamine factories in our palms?', 'ya', 'Demonstrates why life is so hard for depression sufferers 💔', ""So sorry for that❤ I really don't want to bother you. I know it is hard, but from what I experienced, never stopping is , even though it's painful, but this is the only thing I hadn't had regret for. I kept putting  myself into new experiences like reading and going college to study architecture, and if you have like a therapist this is so helpful because the medical treatment is never enough. I tried to do some light exercises as well and thank God I wasn't an alcohol drinker. Every year I feel better. I don't know how is life maybe you live in different circumstances. But never stop trying, except who you are and throw yourself into new experiences then accept having flaws and mistakes.  This is really hard process, I hope you and I come over it"", 'Literally how depression affects motivation', ""Also an even more relevant inference from this for today's society, might be to not overload your dopamine receptors. In essence getting your dopamine fix from trivial things that don't progress your life in any way is akin to having no dopamine at all. In both cases your receptors aren't looking for anymore dopamine and so those useful actions which would give you dopamine don't feel so necessary anymore."", ""So causing an imbalanced dopamine function? Like, all the stuff that gives you motivation leading you down the wrong path e.g. addiction .. which could be pretty disruptive to your life overall? \n\nOr do you mean like feeling so 'accomplished' that you no longer feel like you need to realise your vision and goals?"", ""Discipline is the solution. Doing thing u don't wanna do when u know u should."", 'Oof. I think this is me. I love drawing, and drawing brings me happiness. I KNOW it brings happiness. I feel it. But i just cant bring myself to do it. Im so unmotivated by being unmotivated, it unmotivates me even more!!! Its an awful struggle and takes me months to overcome 😭😭', 'Suffering the same 🙌', 'Quitting porn helped fix my dopamine levels the most']"
jQQvmKGligQ,"['Check out my New York Times bestselling book at www.feelgoodproductivity.com ❤️', 'Being productive makes you happy-being happy makes you more productive', 'Awesome!!', 'Love this 👌', 'I don’t watch your channel much because I forgot about you, and I’m not in the realm of your expertise, but you are a valuable YouTuber keep up the good work', 'You are the most underrated channel! Have first comment from me!', 'Under rated he has more then 5 million subscribers which he deserves all of', 'Did she get to speak?  😂']"
jb2s_FHBgt0,"['🎙 If you liked this, you might like my weekly newsletter where I share actionable productivity tips, practical life advice, and high-quality insights from across the web https://aliabdaal.com/sunday', ""This is so true , so Many times i myself feel i give way to much importance to something that doesn't deserve it at all and get so unnecessarily stressed"", 'Probably the best shorts editing out there right now. For real. I would love to be this good/fast at editing shorts', 'For some reason, just imagining that dial really, really helped me calm down 😊 Thank you', 'Dial up or down based on priority order. Also, nothing is worth getting stressed about. Focus on your effort and do not worry about the outcome since it is not in your hands.', 'Me, I tried to apply the Adventure mindset that you have shared before and it helped me to not think of the outcome but to just enjoy the process', 'Remember, it\'s the memories in life that are most important.\n\nEverything else is ""stuff"".', 'This is what I tell myself all the time - less stress more fun, don’t take life too serious😄', 'Your videos helps us alot, thank u so much❤', ""You're amazing!!☺❤✨"", 'thank you so much. I surely need it nowadays d/t the current situation in Pakistan.', 'If i dial down the importance, the thing that I was procrastinating to do, would now be never done', 'I just love this edited videos.❤️', 'Lovedddd ittt ❤❤❤', 'This is amazing- my new thing is to just say "" Its not that deep, nothing is THAT deep"" - and move on', 'Your videos are really precise and effectively useful 👍', 'dear Ali i have got that concept from your weekly newsletter email. and Iam using this concept in my everyday Life dealing with different problems ans Iam surprised that it is very very helpful and even we can contribute better.', 'Love the editing!', 'editor is amazing bro 👊🏼 great vid', 'it is true Ali and Iam using that concept which I also read in your email.', 'At this point, im just watchin his shorts for this smooth editin 💀', 'Nop i have depression. Not even brushing my teeth is important if I think about it hard enough. If anything I should dial up the importance', ""Overall I find it can be difficult to dial down the important of some issues mainly because my co-workers and boss make every little thing more important than it has to be and overtime I find myself thinking more and more like them. It's hard to be different if everyone else is the same."", '👍👍👍👍👍👍', 'i really love your videos my dear', 'sincerely vs seriously', '❤', 'Thanks Ali! 😊', 'Love this', ""there're so many things to do and how to do them all? I mean workout meditation and late-nighters all in one""]"
jcSYlmIOOBg,"['This short was taken from the book Atomic Habits by James Clear. If you want to check it out (I highly recommend!) then click here: https://geni.us/atomichabitsbook', ""happy Valentine's Day 🥰😍🌹🌹🥰🥰😍😍🤗🤗🤗😍💐💐🤗🥰🥰🌹 .. \nadvance"", 'Thanks for sharing!!', 'Thank you , I was going to write you on what’s the name of the book!', 'Puss in Boots laughs in the face of death.', 'Another way I’ve heard this described is “stretch don’t snap”', ""Goldilocks chooses the smallest option each time! She eats baby bear's porridge, breaks his chair and sleeps in his bed because they were 'just right'.  Mummy (middle option) bear's porridge was too salty etc."", 'That’s what I thought too', 'Yes! I taught preschool for so many years and upon hearing this thought,”WHAT? That’s not right….Am I being gaslit?”🤣🤣🤣', ""It's not size, it's that the others were too hot or too cold, or too soft or too warm. The middle option in terms of the item, not the family of bears."", '@@laila5946 I’ve always heard this version. Seemingly there’s two (or more?) versions of the story.', 'what about the one one puss in boots?\n\nis that that same goldi""locks ?', 'In psychology we call this the Zone of Proximal Development and it was developed by Lev Vygotsky some time around the turn of the 19th century.', 'Geek!', 'As someone that plays the violin. This is crucial.', 'Fellow violinist ;)', 'Reminded me of  an arabic saying: "" خير الامور اوسطها"" \n/ The best of things is their middle', ""It's a prophet tradition"", 'I learned this from atomic habits, chapter 19', 'Hang on, Goldilocks always chooses the smallest option, surely? Baby bear’s stuff? 😅', ""no she chooses the one that's just right. baby bears stuff was not too hot not too cold, not too hard and not too soft"", ""@@thisdudeamiright2321 Fair enough, maybe it's just the imagery that was confusing here then! 😅"", 'what about the one one puss in boots?\n\nis that that same goldi""locks ?', '@@azizsetyawan3038 Yes.', 'No she broke his chair 💀', 'The editing is awesome, keep dropping knowledge!', 'Am I the only one who immediately thought about Goldilocks in Puss in boots the last wish?', 'Mozart piano sonatas would have been better since symphonies are for orchestras. But good anyway', 'Yh I was confused lol', ""Goldilocks chooses what's neutral /moderate for her everytime ,which was small bowl ,chair ,bed""]"
jeSkdpQQtz4,"[""Visit https://audible.com/aliabdaal or text aliabdaal to 500-500 (USA) and start listening with a 30-day Audible trial and your first audiobook. Right now, for a limited time, Amazon Prime Members can save 53% on 4 months of Audible. That’s only $6.95 a month.\n\n00:15 Get out of your head\n01:18 Speak through a smile\n02:28 Avoid the British Airways tone\n04:18 Let your personality shine through\n05:41 Try and add banter, humor and stories\n06:22 Don't read from a script\n07:21 Speak louder\n08:11 Speak slower and pause more\n09:42 Play public speaking games"", 'Hey Ali how are you?', 'Hi Ali please reply my message at your gmail', 'The Ultra Speaking thing is really clever!', '@@iya.louisse Thanks! Come play :)', 'today\'s goal is to watch 3 of your videos productively taking notes in ""notion""\nand thanks this note-taking system changed my life drastically', 'Nothing says commitment more than a man reading a parenting book before he’s married', '*before he loses his virginity', '*Before he downloads a dating app', '*before he is born', '*before his parents are in the mood', '*before his parents met', ""Just got invited to speak at a big event in LA this year. This video couldn't have been timed better for me. I'm nervous but will work on these tips."", ""You got this Paddy!!!!!!! Best of luck with it, I'm sure you'll be great."", 'Yes Paddy!', 'Good luck Paddy!', 'What event?', '@@ranevc vidsummit', 'Best public speaking advice I\'ve gotten 👇🏽\n\n""talk as if you\'re talking to a friend""\n\nThe speech then becomes conversational 😊', 'what are friends?', 'This. I stumbled upon this one when taking a class with very few students where everyone knew each other. Since I knew all of my classmates I automatically just didn\'t feel the need to take on the speech pattern of someone who is doing a class presentation and I just ""talked"" to them about the topic at hand. I had a mind shift moment there. I never really suffered from stage fright but this new mindset improved my presentations immensely.', '@@cozycorner9066 ikr, this is the first time I am hearing that word 🤷\u200d♂️', 'Public speaking is still hard for me but whenever I do any of it I like to remember that it’s a chance to connect with others, rather than a test to prove myself. 💫', ""It really helps to have something that you're genuinely excited to share."", 'Ali is a genius, he just earned like 8x the sponsor revenue while keeping us engaged by repeating that audible message 8x! (Ik how sponsorships work im kidding)', 'does ali has a audiobook', '@@yashmittal4359 I don’t think so, but he’s writing a book now! We don’t know when it’ll be out though', '@@retropetroleum So basically Ali is using his subscribers.', 'why isnt appreciating the fact that he did advertisement of audible throughout the video multiple times while being informative....if that was intentional then its a genius move....', 'Yeah Ikr it’s genius']"
jritw4L1A_4,"['As an author myself, I\'ve found it difficult to set a ""words"" goal because I feel it\'s stifling. Instead, I usually set content goals: ""this topic is what I want to get done today,"" and I let myself get into a flow state, and however many words that takes is however many words it takes.', '❤❤❤❤❤❤', ""Hello.  Can you give me some advice?  I had seven months for an important exam, but now it's been a month and I've made very little progress. I keep thinking that I won't pass anymore. I don't know how to change my mindset."", 'What gets measured and all that 😏', 'How much did Disney/Marvel pay you?', 'انا نفسي اتابع المحتوي بتاعك بس مش بفهم خالص انجليزي؟']"
